,DayOfWeek,Sales,Customers,Open,Promo,SchoolHoliday,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,StateHoliday_0,StateHoliday_a,StateHoliday_b,StateHoliday_c,StateHoliday_nan,StoreType_b,StoreType_c,StoreType_d,StoreType_nan,Assortment_b,Assortment_c,Assortment_nan,"PromoInterval_Jan,Apr,Jul,Oct","PromoInterval_Mar,Jun,Sept,Dec",PromoInterval_nan,year,month,date
354,1,4158,554,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,10
353,2,4319,535,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,11
352,3,5010,670,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,12
351,4,4606,564,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,13
350,5,4218,498,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,14
349,6,2847,336,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,15
348,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,16
347,1,6355,688,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,17
346,2,6000,647,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,18
345,3,7056,850,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,19
344,4,5626,615,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,20
343,5,5064,586,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,21
342,6,2738,341,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,22
341,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,23
340,1,3927,538,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,24
339,2,3647,462,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,25
338,3,5127,699,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,26
337,4,3717,524,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,27
336,5,4318,537,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,28
335,6,2976,376,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,29
334,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,30
333,1,8173,805,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,0
332,2,6422,645,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,1
331,3,6615,754,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,2
330,4,5401,635,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,3
329,5,4823,578,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,4
328,6,2551,329,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,5
327,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,6
326,1,4189,564,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,7
325,2,4963,589,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,8
324,3,4865,646,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,9
323,4,4123,477,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,10
322,5,3323,435,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,11
321,6,2593,318,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,12
320,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,13
319,1,6997,735,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,14
318,2,6207,663,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,15
317,3,6469,762,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,16
316,4,4994,556,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,17
315,5,4491,547,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,18
314,6,2473,306,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,19
313,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,20
312,1,4004,501,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,21
311,2,3874,510,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,22
310,3,5084,694,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,23
309,4,3911,504,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,24
308,5,3583,443,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,25
307,6,2725,354,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,26
306,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,27
305,1,7514,750,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,28
304,2,8461,839,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,29
303,3,5565,695,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,0
302,4,4845,630,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,1
301,5,2689,389,1,1,0,570,11,8,1,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,2
300,6,2979,377,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,3
299,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,4
298,1,7562,748,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,5
297,2,5808,646,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,6
296,3,6252,736,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,7
295,4,5283,614,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,8
294,5,4907,529,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,9
293,6,2497,322,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,10
292,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,11
291,1,4377,569,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,12
290,2,3982,516,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,13
289,3,4732,670,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,14
288,4,4288,522,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,15
287,5,3852,501,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,16
286,6,2613,330,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,17
285,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,18
284,1,6631,684,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,19
283,2,5382,593,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,20
282,3,5261,600,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,21
281,4,5729,628,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,22
280,5,5096,578,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,23
279,6,2542,331,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,24
278,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,25
277,1,4296,573,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,26
276,2,3849,523,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,27
275,3,4986,668,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,28
274,4,5394,653,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,29
273,5,0,0,0,0,0,570,11,8,1,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,30
272,6,3305,448,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,0
271,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,1
270,1,7549,783,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,2
269,2,7015,724,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,3
268,3,7142,797,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,4
267,4,6307,630,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,5
266,5,5445,590,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,6
265,6,3311,368,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,7
264,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,8
263,1,6423,690,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,9
262,2,5651,601,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,10
261,3,6818,776,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,11
260,4,5009,624,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,12
259,5,4655,560,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,13
258,6,2979,373,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,14
257,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,15
256,1,4157,552,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,16
255,2,3468,411,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,17
254,3,5091,674,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,18
253,4,4527,535,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,19
252,5,3978,472,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,20
251,6,3085,367,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,21
250,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,22
249,1,7038,696,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,23
248,2,6511,632,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,24
247,3,7588,828,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,25
246,4,6119,644,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,26
245,5,6062,608,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,27
244,6,3424,372,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,28
243,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,11,29
242,1,8674,783,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,0
241,2,7664,751,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,1
240,3,7533,769,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,2
239,4,6661,670,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,3
238,5,6385,676,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,4
237,6,2914,386,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,5
236,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,6
235,1,4821,616,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,7
234,2,5264,596,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,8
233,3,5830,717,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,9
232,4,4629,539,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,10
231,5,4407,497,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,11
230,6,3375,350,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,12
229,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,13
228,1,10419,909,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,14
227,2,9499,866,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,15
226,3,9365,909,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,16
225,4,8117,777,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,17
224,5,7574,718,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,18
223,6,4553,495,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,19
222,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,20
221,1,9027,924,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,21
220,2,7557,816,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,22
219,3,2437,274,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,23
218,4,0,0,0,0,1,570,11,8,1,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,12,24
217,5,0,0,0,0,1,570,11,8,1,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,12,25
216,6,3934,457,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,26
215,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,27
214,1,5999,662,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,28
213,2,5513,632,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,29
212,3,2269,252,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12,30
211,4,0,0,0,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,0
210,5,4137,543,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,1
209,6,3132,350,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,2
208,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,3
207,1,7308,755,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,4
206,2,6696,727,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,5
205,3,5945,670,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,6
204,4,5246,567,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,7
203,5,4762,524,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,8
202,6,3024,346,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,9
201,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,10
200,1,7237,689,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,11
199,2,6444,695,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,12
198,3,6366,700,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,13
197,4,5810,632,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,14
196,5,5456,573,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,15
195,6,2883,340,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,16
194,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,17
193,1,4082,528,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,18
192,2,3955,491,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,19
191,3,4524,606,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,20
190,4,3728,484,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,21
189,5,3206,418,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,22
188,6,2575,326,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,23
187,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,24
186,1,5931,638,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,25
185,2,5258,575,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,26
184,3,6032,720,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,27
183,4,4775,539,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,28
182,5,5919,624,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,29
181,6,3067,323,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1,30
180,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,0
179,1,8155,808,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,1
178,2,6837,684,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,2
177,3,6405,721,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,3
176,4,5275,603,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,4
175,5,5260,550,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,5
174,6,2335,306,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,6
173,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,7
172,1,3678,491,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,8
171,2,4653,567,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,9
170,3,4773,641,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,10
169,4,3765,485,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,11
168,5,3647,499,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,12
167,6,2809,351,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,13
166,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,14
165,1,7478,703,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,15
164,2,6113,623,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,16
163,3,6178,758,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,17
162,4,5842,627,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,18
161,5,4727,544,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,19
160,6,3005,355,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,20
159,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,21
158,1,3633,481,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,22
157,2,3755,498,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,2,23
